filing|tech_field|variable|patents|mean|std_dev|kurtosis|skewness|min|p1|p10|p25|p50|p75|p90|p99|max
1986|21|"originality"|738|.6543896|.2518831|4.115872|-1.359493|0|0|.2962963|.5454546|.7354025|.8429752|.8886719|.9342561|.949495
1986|23|"originality"|1297|.6632129|.2389344|4.692675|-1.507601|0|0|.3703704|.5714286|.7407407|.8333333|.877551|.9438776|.9620799
1986|24|"originality"|547|.5970011|.2464286|3.483874|-1.120837|0|0|.2265625|.48|.6666667|.7839506|.8442907|.9081632|.9272977
1986|25|"originality"|1520|.5783167|.2623077|3.167918|-1.050542|0|0|0|.4528849|.6530612|.7777778|.8440203|.9088|.9480203
1986|26|"originality"|1415|.5925915|.2666154|3.105909|-1.031877|0|0|0|.4615385|.6666667|.8|.863258|.9270217|.9574669
1986|27|"originality"|1196|.6242738|.2441781|3.87403|-1.278848|0|0|.2721893|.5204082|.7040817|.7979373|.8585018|.9155555|.9565735
1986|28|"originality"|1285|.5711575|.2828746|2.71808|-.9236997|0|0|0|.4444444|.66|.7901235|.8595041|.9375|.9600551
1986|29|"originality"|1859|.6086673|.2628918|3.276525|-1.092007|0|0|.1527778|.4877127|.6814405|.8088889|.87|.9340278|.9626572
1986|30|"originality"|672|.6630555|.2355705|4.774484|-1.540006|0|0|.32|.596875|.7346939|.82|.877551|.9240816|.9563802
1986|31|"originality"|1537|.5880529|.2476669|3.172101|-.9792038|0|0|.21875|.4591837|.65625|.7777778|.845679|.9152249|.9446758
1986|32|"originality"|1514|.4804648|.2880203|1.984072|-.5149189|0|0|0|.2777778|.5595139|.72|.8047338|.9053255|.9479167
1986|33|"originality"|668|.4561394|.3003198|1.75971|-.4135016|0|0|0|.1887654|.5295139|.7110818|.8096886|.8922495|.9224952
1986|34|"originality"|741|.5280149|.2829358|2.350963|-.687131|0|0|0|.375|.6111111|.765|.84375|.9112324|.9471605
1986|35|"originality"|1401|.5336559|.2690496|2.589041|-.8312405|0|0|0|.4027778|.6111111|.7438017|.8163266|.8984375|.9539859
1987|1|"originality"|2480|.5581166|.2612977|2.893798|-.9306075|0|0|0|.4444444|.625|.7556992|.8333333|.9017447|.9577664
1987|2|"originality"|1685|.5653647|.2515262|3.104316|-.9713238|0|0|.099723|.4444444|.625|.7573965|.8203125|.9115646|.9392985
1987|3|"originality"|757|.580511|.2624695|3.233137|-1.109285|0|0|0|.4444444|.66|.7768595|.8390023|.9074074|.9394464
1987|4|"originality"|237|.5516004|.2510821|3.224121|-1.008234|0|0|0|.4444444|.6122449|.75|.8165681|.9027778|.9349113
1987|5|"originality"|567|.5571826|.2580365|3.116808|-1.052219|0|0|0|.4444444|.64|.7496296|.8194444|.892562|.92
1987|6|"originality"|1131|.5647621|.2680393|2.987919|-1.011835|0|0|0|.4444444|.64|.7653061|.8373702|.915|.9366391
1987|7|"originality"|16|.6537942|.2185224|6.033514|-1.71392|0|0|.4444444|.5625|.7052342|.7893056|.8472222|.915|.915
1987|8|"originality"|842|.5648261|.2277701|3.58147|-1.012414|0|0|.255|.4489796|.6115702|.7288889|.8116371|.8987508|.9453759
1987|9|"originality"|1581|.5202319|.2779889|2.314972|-.6859186|0|0|0|.3673469|.5972222|.7407407|.8276543|.9074074|.9416
1987|10|"originality"|2130|.5872894|.2439107|3.473986|-1.080593|0|0|.21875|.46875|.6498882|.7750865|.8401183|.9112426|.9598658
1987|11|"originality"|264|.5897633|.2452994|3.157705|-.8602346|0|0|.255102|.4535707|.625|.8007562|.8611111|.9209917|.931358
1987|12|"originality"|552|.662841|.2066729|5.338127|-1.541594|0|0|.3911111|.5757143|.72|.808768|.8571429|.9140625|.9362881
1987|13|"originality"|1579|.542079|.2696381|2.507873|-.7744604|0|0|0|.375|.6172839|.7543253|.8367347|.9013606|.9399524
1987|14|"originality"|2516|.7241277|.2334166|6.058475|-1.868145|0|0|.4444444|.6666667|.8055556|.8765432|.9146181|.9516|.9677333
1987|15|"originality"|1117|.731737|.1986199|7.955489|-2.148066|0|0|.5|.6790124|.796875|.8610586|.8928571|.9212963|.9543328
1987|16|"originality"|1329|.6974013|.2235735|6.066645|-1.818352|0|0|.4444444|.64|.7650208|.8442907|.8927336|.9394898|.9599397
1987|17|"originality"|2078|.6985168|.2224213|5.215127|-1.562304|0|0|.4081633|.6122449|.7755102|.86|.8996913|.9381818|.9649227
1987|18|"originality"|416|.6312892|.2389088|4.224738|-1.352366|0|0|.3024575|.5162037|.6948785|.8033045|.8610231|.921875|.9387755
1987|19|"originality"|1568|.6753631|.2309871|4.571981|-1.392715|0|0|.375|.5652006|.7407407|.8432563|.8981481|.9439853|.9694808
1987|20|"originality"|1241|.6085557|.267491|3.216362|-1.088171|0|0|0|.48|.691358|.8148148|.8707483|.9248242|.9492455
1987|21|"originality"|804|.6595713|.2513433|4.033333|-1.357379|0|0|.2777778|.5410156|.75|.8402367|.887574|.9300567|.953168
1987|22|"originality"|1|.7337278||||.7337278|.7337278|.7337278|.7337278|.7337278|.7337278|.7337278|.7337278|.7337278
1987|23|"originality"|1355|.6493945|.2428597|4.427851|-1.450204|0|0|.2777778|.5679013|.72|.8173706|.875|.931317|.9546351
1987|24|"originality"|553|.5870494|.2457561|3.124725|-.9393619|0|0|.244898|.4444444|.6474622|.7777778|.8475|.9115646|.9344
1987|25|"originality"|1720|.5787652|.2575427|3.205948|-1.056462|0|0|0|.4489796|.65625|.7755102|.8395061|.91|.9421487
1987|26|"originality"|1482|.600294|.2647204|3.213163|-1.098182|0|0|0|.48|.6875|.7977839|.86|.9227111|.9526555
1987|27|"originality"|1174|.6267716|.235579|4.06113|-1.301891|0|0|.2777778|.53125|.6875|.7978395|.8515625|.9141274|.9387755
1987|28|"originality"|1310|.5691442|.2811622|2.658047|-.8879528|0|0|0|.4355555|.65625|.7857143|.8604|.930767|.9451847
1987|29|"originality"|1953|.6077906|.2696985|3.136873|-1.055131|0|0|0|.4772222|.691358|.8148148|.8753462|.9314236|.9535148
1987|30|"originality"|623|.6481483|.230742|4.776232|-1.490913|0|0|.34|.56|.72|.8125|.8628472|.9155555|.9541939
1987|31|"originality"|1552|.5889059|.2485951|3.321598|-1.064411|0|0|.1975309|.4591837|.6625609|.7777778|.8429752|.9049587|.9384757
1987|32|"originality"|1601|.4913437|.2869787|2.070658|-.5834983|0|0|0|.32|.56|.7272727|.8148148|.892562|.9430727
1987|33|"originality"|733|.4874755|.2862867|2.090486|-.5899023|0|0|0|.3140496|.56|.72|.8074922|.9|.9438776
1987|34|"originality"|824|.5400816|.2753418|2.545275|-.7721384|0|0|0|.40625|.6122449|.7504326|.84375|.9184|.9572222
1987|35|"originality"|1335|.5325398|.272685|2.49508|-.7854709|0|0|0|.375|.6115702|.7438017|.8252081|.9030612|.9414859
1988|1|"originality"|2442|.556738|.2634079|2.853945|-.9102758|0|0|0|.4444444|.625|.7573965|.8333333|.9088|.9557862
1988|2|"originality"|1867|.5619531|.2541274|3.107278|-1.002929|0|0|0|.4444444|.6311111|.7544379|.8177778|.908284|.962963
1988|3|"originality"|841|.5852387|.2531522|3.38114|-1.138786|0|0|0|.48|.6627219|.7755102|.8333333|.899654|.9441141
1988|4|"originality"|307|.5886912|.2613943|3.384047|-1.079289|0|0|0|.5|.6527778|.7777778|.8595041|.9441141|.9501385
1988|5|"originality"|700|.5502719|.2623167|2.919461|-.9484531|0|0|0|.4444444|.625|.75|.82|.8971006|.9134948
1988|6|"originality"|1241|.5516025|.2742367|2.719587|-.9137115|0|0|0|.4081633|.64|.76|.8333333|.9067215|.9408327
1988|7|"originality"|24|.6609228|.2150415|4.832582|-1.413873|0|0|.4444444|.5|.7268639|.8086169|.8711111|.892562|.892562
1988|8|"originality"|1030|.5674196|.2291779|3.525901|-.9999461|0|0|.244898|.4693878|.6129048|.7346939|.8140069|.8996913|.9362881
1988|9|"originality"|1685|.5157026|.2792059|2.320288|-.6789802|0|0|0|.375|.58|.7368421|.8284023|.9081632|.9531738
1988|10|"originality"|2317|.5775064|.2505726|3.334307|-1.070592|0|0|0|.4608|.6419753|.7638889|.8395061|.9008265|.9429066
1988|11|"originality"|347|.5841406|.2545928|3.016787|-.9312317|0|0|.1652893|.4444444|.6425|.7792969|.8526077|.9251701|.9472656
1988|12|"originality"|687|.6262346|.2478078|3.95193|-1.292823|0|0|.2777778|.5|.7|.8099173|.8639053|.9197531|.9441141
1988|13|"originality"|1840|.5322686|.2781684|2.368282|-.7243015|0|0|0|.375|.6122449|.75|.8349603|.9182736|.9472656
1988|14|"originality"|2793|.7189719|.2358305|5.909653|-1.840932|0|0|.4444444|.6666667|.8|.875|.9130752|.9494649|.9708334
1988|15|"originality"|1162|.7309629|.2073528|7.792276|-2.174809|0|0|.5|.6805293|.8015826|.8604821|.8926224|.9334173|.9578614
1988|16|"originality"|1504|.7056867|.2218933|6.331236|-1.875444|0|0|.4444444|.6432279|.7734375|.8536286|.896121|.9410151|.9622325
1988|17|"originality"|2404|.6953086|.2283711|5.121899|-1.567473|0|0|.40625|.612021|.7755102|.8587258|.8999082|.9385633|.9567041
1988|18|"originality"|474|.6137767|.2437526|3.579194|-1.127305|0|0|.244898|.5|.6892235|.8027682|.8587106|.9224377|.9452662
1988|19|"originality"|1564|.6731086|.2377088|4.554502|-1.427247|0|0|.3571429|.5728583|.75|.84375|.8968687|.941736|.9561926
1988|20|"originality"|1429|.6335935|.2494071|3.874038|-1.275413|0|0|.2539683|.5059171|.71875|.8163266|.8717949|.9296875|.9483333
1988|21|"originality"|891|.6622036|.2435571|4.600913|-1.500699|0|0|.34|.6044444|.7346939|.8355556|.8827161|.9335963|.9469303
1988|23|"originality"|1427|.6626756|.2410152|4.56409|-1.466744|0|0|.32|.5714286|.7407407|.8306786|.8828125|.9394531|.9609054
1988|24|"originality"|657|.6073238|.2317272|3.791508|-1.142913|0|0|.2777778|.5|.6666667|.78|.8444445|.9116049|.9277344
1988|25|"originality"|1870|.5639628|.2659246|2.927033|-.9791961|0|0|0|.4444444|.64|.7675781|.8355556|.9066667|.9478458
1988|26|"originality"|1634|.5854012|.279656|2.848205|-.9993234|0|0|0|.446281|.6666667|.8016529|.8595041|.9178172|.9531738
1988|27|"originality"|1290|.6198239|.2449223|3.636619|-1.177674|0|0|.2636457|.5|.6938776|.8|.8610289|.9160998|.9502041
1988|28|"originality"|1685|.5650952|.2713999|2.774287|-.8983369|0|0|0|.4444444|.6419753|.7777778|.8506616|.9240375|.9477539
1988|29|"originality"|2048|.609759|.2672494|3.165637|-1.04817|0|0|.1527778|.4897959|.6863105|.8199723|.8775268|.9308013|.957546
1988|30|"originality"|671|.646967|.2428528|4.232348|-1.405009|0|0|.32|.56|.7222222|.8163266|.8711111|.9250892|.9437585
1988|31|"originality"|1713|.5918059|.2380327|3.519612|-1.076738|0|0|.244898|.48|.6556928|.7755102|.8424489|.9056|.9410151
1988|32|"originality"|1910|.4964578|.2833999|2.104417|-.5769244|0|0|0|.3140496|.5679013|.7256236|.82|.895|.9421487
1988|33|"originality"|908|.4711947|.2915712|1.934063|-.5040687|0|0|0|.2777778|.5441954|.7144836|.8088889|.8861454|.944
1988|34|"originality"|855|.5468305|.2783405|2.483763|-.7815675|0|0|0|.3786982|.625|.775|.8429752|.9160156|.9494349
1988|35|"originality"|1637|.532876|.2697175|2.520863|-.7936824|0|0|0|.375|.6122449|.7456|.82|.8960302|.9387755
1989|1|"originality"|2825|.5434597|.2683704|2.712088|-.8705406|0|0|0|.4297521|.6172839|.75|.8265306|.9035917|.9529086
1989|2|"originality"|2168|.5644851|.2552191|3.067337|-1.006845|0|0|0|.4444444|.64|.755102|.8204519|.9097222|.9403292
1989|3|"originality"|1041|.5832815|.2461746|3.552766|-1.138269|0|0|.1527778|.4770408|.65|.7603306|.8333333|.9081632|.9571799
1989|4|"originality"|367|.556458|.270678|2.920491|-1.00739|0|0|0|.4444444|.625|.7654321|.8333333|.8979592|.9322236
1989|5|"originality"|775|.5344418|.2629338|2.683163|-.8660327|0|0|0|.4081633|.6172839|.7438017|.8148148|.8641976|.8877551
1989|6|"originality"|1609|.5543893|.2697221|2.845137|-.9642499|0|0|0|.4444444|.64|.7520661|.828125|.9024943|.9404082
1989|7|"originality"|18|.667835|.2682044|4.936348|-1.714519|0|0|0|.6111111|.7453704|.8402367|.890625|.92625|.92625
1989|8|"originality"|1166|.5432373|.2310903|3.322164|-.9261356|0|0|.1975309|.4444444|.5928987|.7160494|.7939509|.9023669|.94
1989|9|"originality"|2100|.5149851|.2764235|2.357707|-.6998568|0|0|0|.375|.5809069|.734375|.8186577|.9129258|.9556786
1989|10|"originality"|2515|.5817789|.2486819|3.46929|-1.118303|0|0|.1244444|.48|.6446281|.7638889|.8367347|.9134948|.9566847
1989|11|"originality"|304|.6016327|.2402182|3.48534|-1.00912|0|0|.260355|.4877448|.6429831|.78738|.86|.928019|.9371428
1989|12|"originality"|712|.6462532|.2392447|4.424806|-1.438083|0|0|.32|.56|.7282197|.8125|.8639053|.9206349|.9615266
1989|13|"originality"|2063|.5175455|.286655|2.157631|-.6173475|0|0|0|.32|.5925926|.7573965|.8333333|.9132231|.9519891
1989|14|"originality"|2934|.7215611|.2278127|6.202009|-1.873192|0|0|.4444444|.6666667|.7987196|.87|.9131986|.9521033|.9667915
1989|15|"originality"|1278|.741278|.1976219|8.324967|-2.243907|0|0|.5|.7|.8055556|.8641976|.8967785|.9266529|.94875
1989|16|"originality"|1591|.7077813|.2245587|6.257851|-1.881025|0|0|.4444444|.6592798|.7777778|.8550347|.8985799|.94|.9655504
1989|17|"originality"|2687|.6987668|.2274263|5.337605|-1.637442|0|0|.4177778|.6122449|.7777778|.8595041|.8979592|.9398148|.9669388
1989|18|"originality"|498|.6490492|.2410637|3.989922|-1.293387|0|0|.32|.53125|.7301038|.8265306|.8760331|.9257813|.9487714
1989|19|"originality"|1790|.6941494|.2219279|5.316|-1.565386|0|0|.4444444|.6122449|.7572991|.8571429|.8992528|.941358|.9676824
1989|20|"originality"|1515|.6231062|.2639667|3.546083|-1.197796|0|0|0|.5|.705|.8220603|.8768|.9297521|.9551511
1989|21|"originality"|930|.6621794|.2564582|4.368074|-1.480869|0|0|.2777778|.5714286|.75|.8435455|.8888889|.9333333|.9609473
1989|23|"originality"|1537|.6575786|.2412202|4.56714|-1.4819|0|0|.32|.5706447|.7325103|.8266667|.8757396|.9305803|.9593573
1989|24|"originality"|660|.5811356|.2587439|3.112618|-1.0097|0|0|.0498615|.4489796|.6488889|.78|.8532594|.9125521|.9285389
1989|25|"originality"|2084|.5675644|.2675861|2.910117|-.9711398|0|0|0|.4444444|.6446281|.7773187|.8395061|.9101563|.9498042
1989|26|"originality"|1592|.584013|.2716333|2.944231|-1.007261|0|0|0|.4444444|.6666667|.7901235|.8571429|.9166667|.9293827
1989|27|"originality"|1407|.6132688|.2477778|3.66205|-1.204351|0|0|.244898|.4938272|.6938776|.7916667|.8571429|.9140625|.96
1989|28|"originality"|1946|.5517851|.2805911|2.563449|-.8321813|0|0|0|.4081633|.631345|.7734375|.8472222|.9221453|.9560887
1989|29|"originality"|2117|.6063429|.2699102|3.067059|-.9987513|0|0|.099723|.48|.6805556|.8194444|.88322|.9375|.96
1989|30|"originality"|676|.6481802|.2286277|4.786252|-1.487594|0|0|.375|.56|.7222222|.8051447|.8622222|.9141274|.9224952
1989|31|"originality"|1881|.5964599|.2369854|3.610899|-1.11908|0|0|.244898|.4819945|.65625|.7755102|.84|.9108368|.9387755
1989|32|"originality"|2016|.4804435|.2907161|1.96279|-.5178915|0|0|0|.2777778|.56|.7222222|.8148148|.8984375|.9409722
1989|33|"originality"|918|.4622664|.2910021|1.889584|-.4322894|0|0|0|.244898|.5|.7117586|.8024691|.8919668|.9362881
1989|34|"originality"|996|.5140316|.2889654|2.201787|-.6476275|0|0|0|.3611883|.5931713|.75|.8395061|.9135802|.9420408
1989|35|"originality"|1718|.5414768|.2692746|2.631045|-.8445736|0|0|0|.4027778|.617442|.75|.8264463|.9017447|.9408284
1990|1|"originality"|3102|.543198|.2673172|2.683699|-.8623912|0|0|0|.4081633|.625|.75|.8254848|.9065744|.9437546
1990|2|"originality"|2548|.5505822|.2625923|2.833316|-.9226853|0|0|0|.4444444|.625|.75|.8248692|.9024|.9506246
1990|3|"originality"|1316|.5898359|.2351458|3.836636|-1.165198|0|0|.2777778|.4938272|.6419753|.7617185|.8359375|.9035917|.9478738
1990|4|"originality"|514|.5529736|.2718448|2.73906|-.9306437|0|0|0|.4081633|.6546556|.7575442|.8304498|.8888889|.9330755
1990|5|"originality"|804|.5608154|.2408365|3.210011|-.9808995|0|0|.1975309|.4444444|.625|.74523|.8163266|.8884298|.9224952
1990|6|"originality"|1985|.5584256|.2689259|2.931199|-1.011317|0|0|0|.4444444|.64|.76|.828125|.9038086|.9429013
1990|7|"originality"|34|.713231|.1423314|1.698621|-.2676612|.5|.5|.5|.59375|.739607|.82|.892562|.926276|.926276
1990|8|"originality"|1395|.5583891|.2222233|3.671907|-1.023048|0|0|.260355|.46|.6089965|.71875|.8|.8919668|.9311111
1990|9|"originality"|2383|.4941582|.2903162|2.062472|-.5547576|0|0|0|.3140496|.5625|.7301587|.8235294|.9131944|.9444444
1990|10|"originality"|2721|.5771765|.2506575|3.300936|-1.055721|0|0|.1171875|.4489796|.6426593|.7654321|.8333333|.9081632|.9558039
1990|11|"originality"|290|.6048406|.2390305|3.450878|-.9626017|0|0|.2801631|.4897959|.643914|.7899306|.8703704|.9284366|.9406971
1990|12|"originality"|703|.6384488|.2396872|4.333713|-1.412315|0|0|.32|.56|.7160494|.8099173|.8582231|.9144|.9352437
1990|13|"originality"|1999|.5355358|.2741595|2.417601|-.7383537|0|0|0|.375|.6122449|.75|.8304498|.916875|.9548817
1990|14|"originality"|2893|.7261807|.2234098|6.369517|-1.880563|0|0|.4489796|.6627219|.8|.875|.9140625|.9514808|.9731169
1990|15|"originality"|1413|.7506438|.1990259|8.873825|-2.359261|0|0|.5|.7160494|.8159722|.8737997|.9023669|.9276123|.9592254
1990|16|"originality"|1893|.7252763|.2057071|7.373051|-2.042683|0|0|.5|.6666667|.7892562|.8577663|.8989298|.9388697|.9685059
1990|17|"originality"|2902|.6940808|.228734|4.981501|-1.544996|0|0|.375|.6122449|.767009|.8581315|.8994083|.9400827|.9553719
1990|18|"originality"|577|.6386154|.2515796|3.753458|-1.253783|0|0|.244898|.5185185|.72|.8264463|.875|.9307479|.9488456
1990|19|"originality"|1841|.7035823|.217949|5.411711|-1.58239|0|0|.4444444|.6122449|.7750472|.8595041|.905|.9461111|.9649827
1990|20|"originality"|1506|.6254863|.2593541|3.645886|-1.227406|0|0|.18|.5|.704982|.8194444|.8753462|.9251701|.9521683
1990|21|"originality"|990|.6397804|.2608889|3.811066|-1.298575|0|0|.1726446|.5|.7222222|.8264463|.884793|.9345592|.9537037
1990|23|"originality"|1750|.672619|.2308962|4.840375|-1.50204|0|0|.375|.5925926|.7438017|.8367347|.8844245|.9338374|.9578125
1990|24|"originality"|791|.6170575|.2335982|3.841476|-1.188293|0|0|.2777778|.5|.6734694|.7892562|.852071|.9197531|.9375
1990|25|"originality"|2144|.5769118|.2634202|3.121288|-1.05425|0|0|0|.4489796|.6518327|.7777778|.8402367|.9090909|.964497
1990|26|"originality"|1791|.578934|.2721846|2.95664|-1.031272|0|0|0|.446281|.6666667|.7890625|.8469388|.9036281|.9469303
1990|27|"originality"|1493|.6425458|.2279703|4.482898|-1.405621|0|0|.3203125|.5454546|.7187929|.8047338|.8587258|.9081632|.9319471
1990|28|"originality"|2174|.5385662|.2902401|2.306386|-.7238506|0|0|0|.375|.625|.7755102|.852071|.9185185|.9514286
1990|29|"originality"|2385|.6138945|.2688626|3.194727|-1.085213|0|0|.1420118|.49|.6952662|.8194444|.8788927|.9333333|.9536158
1990|30|"originality"|752|.6290105|.2436532|3.997068|-1.309588|0|0|.2777778|.5|.7083333|.8061224|.8613281|.9088889|.9320987
1990|31|"originality"|1917|.5865231|.2531583|3.263155|-1.064584|0|0|.1975309|.46875|.661157|.7768595|.8435374|.9090909|.9378042
1990|32|"originality"|2159|.4968742|.2863562|2.085914|-.5971282|0|0|0|.32|.5714286|.7346939|.8148148|.8943985|.9311224
1990|33|"originality"|965|.4779858|.2929706|1.962755|-.507269|0|0|0|.2777778|.56|.72|.8163266|.8941736|.9626446
1990|34|"originality"|982|.5303525|.2872355|2.326114|-.7137127|0|0|0|.375|.6172839|.755102|.845679|.9259259|.9556786
1990|35|"originality"|1949|.5362689|.2706134|2.602071|-.8432855|0|0|0|.40625|.6172839|.7438017|.82|.8994083|.932133
1991|1|"originality"|2674|.5480707|.2660139|2.747857|-.8753369|0|0|0|.4387755|.625|.75|.8355387|.8994083|.93875
1991|2|"originality"|2412|.5635601|.2500217|3.148053|-1.00462|0|0|.0831758|.4444444|.6280992|.75|.8194444|.9024|.9436021
1991|3|"originality"|1277|.5750789|.2521539|3.370623|-1.104681|0|0|0|.48|.64|.76|.8333333|.899654|.9619377
1991|4|"originality"|536|.5363888|.2970219|2.255999|-.7606744|0|0|0|.3580247|.64|.7777778|.8402367|.9140625|.9435261
1991|5|"originality"|759|.5289692|.2650686|2.604269|-.820852|0|0|0|.3786982|.6111111|.7372401|.8163266|.8698225|.9066667
1991|6|"originality"|2043|.5645284|.2586491|3.127516|-1.041379|0|0|0|.4444444|.64|.755102|.8208617|.90625|.9355281
1991|7|"originality"|20|.7301954|.2601888|6.928498|-2.302478|0|0|.3125|.7610884|.8038841|.8627917|.8859357|.9315612|.9315612
1991|8|"originality"|1336|.5545439|.223871|3.653779|-1.031562|0|0|.244898|.4489796|.6018016|.7160494|.7936|.887574|.928
1991|9|"originality"|2254|.506814|.2847961|2.182298|-.6153274|0|0|0|.3203125|.5714286|.7346939|.8266667|.9107625|.9573361
1991|10|"originality"|2577|.5859603|.2486723|3.463168|-1.108225|0|0|.1652893|.48|.6484375|.7755102|.8395061|.9131986|.9476584
1991|11|"originality"|242|.5908461|.2322412|3.575172|-1.019839|0|0|.2777778|.48|.625|.7777778|.8402367|.9142012|.9550173
1991|12|"originality"|700|.6364262|.2385906|4.340271|-1.384221|0|0|.2945937|.53125|.7|.8051447|.875|.914095|.946502
1991|13|"originality"|1896|.5328737|.2735718|2.403424|-.7152289|0|0|0|.3688587|.6111111|.75|.8333333|.9173111|.9584961
1991|14|"originality"|2455|.7295358|.2194606|6.908536|-1.993722|0|0|.4897959|.6666667|.8|.8711111|.9140625|.9530321|.9661673
1991|15|"originality"|1382|.7506955|.1906284|9.620852|-2.442188|0|0|.5|.7160494|.8089043|.8673469|.8989298|.9244198|.9493629
1991|16|"originality"|1630|.7484366|.1912111|9.109672|-2.339658|0|0|.5217588|.7018141|.8061224|.8673469|.9007419|.9394464|.9639857
1991|17|"originality"|2314|.6980763|.2229609|5.192284|-1.569906|0|0|.40625|.6122449|.769381|.8580247|.8979592|.9395085|.9594616
1991|18|"originality"|498|.6388068|.2541755|3.859755|-1.294549|0|0|.244898|.5333334|.7269176|.8265306|.8788927|.9290658|.9506903
1991|19|"originality"|1582|.7077082|.2220239|5.778813|-1.724793|0|0|.4444444|.6319444|.7777778|.86|.9050139|.9419723|.9590745
1991|20|"originality"|1298|.6197374|.2601614|3.597383|-1.216645|0|0|.1326531|.5|.6975654|.8148148|.8707483|.9288889|.9453125
1991|21|"originality"|875|.6517128|.2469553|4.335726|-1.401703|0|0|.32|.555|.72|.8316327|.8865765|.9362262|.9569941
1991|22|"originality"|1|.6627219||||.6627219|.6627219|.6627219|.6627219|.6627219|.6627219|.6627219|.6627219|.6627219
1991|23|"originality"|1574|.6608443|.2438229|4.577086|-1.517836|0|0|.32|.5866666|.7438017|.828125|.8751715|.9296875|.9672814
1991|24|"originality"|669|.6119422|.2433987|3.565708|-1.120173|0|0|.244898|.5|.6875|.7933884|.8580247|.9213736|.9466764
1991|25|"originality"|1962|.5735297|.2662019|2.947572|-.9811957|0|0|0|.4444444|.6530612|.7777778|.84375|.9135802|.9526939
1991|26|"originality"|1628|.5953736|.2739934|3.014143|-1.054712|0|0|0|.4489796|.691358|.8051447|.8639053|.9173554|.9458219
1991|27|"originality"|1235|.6381493|.2296258|4.405734|-1.382501|0|0|.32|.5454546|.7029479|.805|.8571429|.9131944|.9261186
1991|28|"originality"|1952|.5502983|.2810647|2.501694|-.788514|0|0|0|.40625|.625|.7777778|.8503087|.9214876|.9474069
1991|29|"originality"|2044|.6093888|.2681409|3.083229|-1.016899|0|0|.1527778|.48|.6875|.8165681|.88|.9353741|.9630178
1991|30|"originality"|667|.6319764|.2395245|4.157001|-1.337797|0|0|.32|.5008681|.7100592|.8047338|.8581315|.9214876|.9433594
1991|31|"originality"|1766|.5819083|.2489251|3.254482|-1.038662|0|0|.1975309|.4489796|.6502595|.7755102|.8395061|.905|.9349173
1991|32|"originality"|1883|.4996223|.2891923|2.078089|-.5952592|0|0|0|.3140496|.5714286|.7407407|.8230453|.8979592|.9464286
1991|33|"originality"|848|.4829471|.2990452|1.927926|-.5353455|0|0|0|.244898|.5714286|.7222222|.82|.9074074|.9298454
1991|34|"originality"|798|.5194024|.2959071|2.178989|-.6748948|0|0|0|.345679|.6111111|.75|.84375|.9132231|.9378698
1991|35|"originality"|1577|.5262297|.2741103|2.430136|-.7633658|0|0|0|.375|.6115702|.745|.8199792|.8984375|.9444444
1992|1|"originality"|2808|.5568586|.2657057|2.823|-.9074793|0|0|0|.4444444|.625|.7603306|.8367347|.9112426|.9451796
1992|2|"originality"|2452|.5617554|.2514878|3.076127|-.955543|0|0|0|.4444444|.6255194|.7528172|.8235294|.908284|.9744188
1992|3|"originality"|1470|.5934632|.2310222|3.912727|-1.202715|0|0|.2777778|.4970414|.65625|.7573965|.8266667|.899654|.9476584
1992|4|"originality"|560|.5503352|.2849032|2.546907|-.9043933|0|0|0|.4444444|.6546556|.7744218|.8395061|.8917955|.9258233
1992|5|"originality"|716|.557649|.2595874|2.906971|-.9566492|0|0|0|.4444444|.6349658|.75|.8209876|.8867188|.9204152
1992|6|"originality"|1905|.5647805|.268649|2.965873|-1.023505|0|0|0|.4444444|.6435986|.7681661|.8355556|.8979592|.9348026
1992|7|"originality"|25|.7199538|.2110276|6.44795|-1.810125|0|0|.4444444|.6122449|.7933884|.8515625|.9112426|.9187146|.9187146
1992|8|"originality"|1287|.5350294|.2322976|3.117971|-.892723|0|0|.1738281|.4444444|.5872576|.7044445|.7867036|.8873457|.9381008
1992|9|"originality"|2312|.5142577|.2750617|2.323196|-.6624383|0|0|0|.3637289|.58|.7346939|.8222222|.9065744|.9552469
1992|10|"originality"|2416|.5928808|.2477886|3.478516|-1.095803|0|0|.21875|.48|.6596399|.78|.8448|.9230769|.9497447
1992|11|"originality"|266|.6067587|.2478685|3.409835|-1.114401|0|0|.2208|.4938272|.6718901|.7916667|.8472222|.9218408|.9448521
1992|12|"originality"|662|.6396185|.2460931|4.235864|-1.420773|0|0|.244898|.56|.72|.8125|.8671875|.909621|.9256198
1992|13|"originality"|2207|.5227769|.2795538|2.248428|-.6444333|0|0|0|.3281807|.6035503|.75|.8333333|.9168242|.9625865
1992|14|"originality"|2471|.7346439|.2176997|6.768141|-1.963776|0|0|.4711111|.6666667|.8099173|.8765432|.9128944|.9524923|.9692617
1992|15|"originality"|1358|.7382599|.2074094|7.729897|-2.132473|0|0|.5|.6666667|.8099173|.872428|.9057707|.9365443|.9562
1992|16|"originality"|1774|.7479899|.1963323|8.709201|-2.298637|0|0|.5|.7|.8088889|.8699272|.9021093|.9391847|.9659864
1992|17|"originality"|2234|.713048|.2116411|5.871912|-1.701372|0|0|.4444444|.64|.7777778|.8634039|.9008265|.9433107|.9606156
